ID,Body Type,Sex
5317,underweight,female
5318,obese,female
5319,underweight,male
5320,obese,male
5321,overweight,male
5322,overweight,male
5323,overweight,male
5324,overweight,male
5325,underweight,female
5326,normal,female
5327,obese,female
5328,obese,female
5329,underweight,male
5330,underweight,male
5331,obese,female
5332,overweight,female
5333,obese,female
5334,underweight,male
5335,overweight,male
5336,obese,male
5337,underweight,male
5338,underweight,female
5339,normal,female
5340,obese,female
5341,obese,female
5342,overweight,female
5343,normal,female
5344,obese,male
5345,overweight,male
5346,overweight,female
5347,normal,female
5348,normal,female
5349,obese,female
5350,obese,male
5351,normal,male
5352,normal,female
5353,underweight,male
5354,overweight,female
5355,underweight,male
5356,obese,female
5357,obese,male
5358,underweight,female
5359,obese,male
5360,obese,female
5361,obese,male
5362,overweight,female
5363,underweight,female
5364,obese,female
5365,overweight,male
5366,underweight,male
5367,underweight,female
5368,overweight,male
5369,overweight,female
5370,overweight,female
5371,underweight,male
5372,underweight,male
5373,overweight,female
5374,obese,female
5375,obese,female
5376,overweight,male
5377,normal,male
5378,underweight,male
5379,obese,male
5380,overweight,male
5381,obese,male
5382,normal,male
5383,overweight,female
5384,underweight,female
5385,obese,male
5386,overweight,female
5387,obese,female
5388,normal,male
5389,normal,female
5390,overweight,female
5391,overweight,female
5392,underweight,female
5393,normal,male
5394,obese,male
5395,overweight,female
5396,underweight,male
5397,underweight,female
5398,overweight,male
5399,overweight,female
5400,overweight,male
5401,normal,male
5402,obese,male
5403,obese,male
5404,obese,male
5405,normal,female
5406,underweight,male
5407,obese,male
5408,obese,male
5409,overweight,male
5410,obese,female
5411,normal,female
5412,overweight,male
5413,obese,male
5414,overweight,male
5415,normal,male
5416,underweight,male
5417,obese,female
5418,overweight,male
5419,obese,female
5420,overweight,female
5421,normal,male
5422,underweight,female
5423,overweight,female
5424,normal,male
5425,underweight,female
5426,obese,male
5427,overweight,female
5428,obese,male
5429,overweight,female
5430,obese,female
5431,overweight,female
5432,obese,female
5433,underweight,female
5434,underweight,male
5435,normal,male
5436,underweight,female
5437,overweight,male
5438,normal,female
5439,obese,female
5440,normal,male
5441,obese,female
5442,obese,male
5443,underweight,female
5444,overweight,male
5445,normal,female
5446,overweight,male
5447,obese,male
5448,overweight,female
5449,overweight,male
5450,overweight,male
5451,normal,male
5452,overweight,male
5453,overweight,female
5454,overweight,female
5455,overweight,female
5456,underweight,female
5457,normal,female
5458,underweight,female
5459,underweight,female
5460,underweight,male
5461,normal,male
5462,normal,male
5463,normal,female
5464,overweight,female
5465,obese,male
5466,overweight,female
5467,underweight,male
5468,overweight,female
5469,underweight,female
5470,obese,male
5471,obese,male
5472,obese,male
5473,normal,female
5474,overweight,male
5475,overweight,female
5476,obese,female
5477,underweight,male
5478,overweight,female
5479,overweight,female
5480,underweight,female
5481,obese,female
5482,overweight,male
5483,underweight,female
5484,normal,female
5485,normal,male
5486,underweight,male
5487,normal,male
5488,obese,male
5489,normal,female
5490,obese,female
5491,normal,female
5492,underweight,female
5493,normal,male
5494,overweight,female
5495,overweight,female
5496,overweight,male
5497,underweight,male
5498,underweight,female
5499,obese,male
5500,overweight,female
5501,normal,female
5502,overweight,male
5503,normal,female
5504,normal,male
5505,underweight,male
5506,normal,female
5507,overweight,female
5508,obese,male
5509,overweight,female
5510,normal,male
5511,underweight,female
5512,obese,male
5513,normal,female
5514,overweight,female
5515,underweight,male
5516,overweight,male
5517,obese,female
5518,underweight,female
5519,normal,female
5520,underweight,female
5521,overweight,female
5522,normal,female
5523,underweight,female
5524,normal,male
5525,overweight,male
5526,underweight,male
5527,normal,male
5528,overweight,male
5529,obese,female
5530,overweight,female
5531,underweight,female
5532,obese,male
5533,overweight,male
5534,obese,male
5535,normal,male
5536,normal,male
5537,overweight,female
5538,overweight,female
5539,normal,female
5540,overweight,male
5541,overweight,male
5542,normal,male
5543,overweight,female
5544,obese,female
5545,overweight,female
5546,normal,female
5547,obese,female
5548,obese,female
5549,underweight,female
5550,underweight,male
5551,obese,male
5552,obese,female
5553,underweight,female
5554,overweight,female
5555,underweight,female
5556,obese,female
5557,obese,female
5558,overweight,female
5559,overweight,female
5560,obese,female
5561,obese,male
5562,obese,female
5563,underweight,female
5564,obese,female
5565,underweight,female
5566,obese,female
5567,normal,female
5568,overweight,female
5569,underweight,male
5570,overweight,female
5571,overweight,male
5572,normal,female
5573,normal,male
5574,normal,female
5575,underweight,male
5576,obese,male
5577,obese,male
5578,overweight,female
5579,obese,male
5580,overweight,male
5581,underweight,male
5582,overweight,male
5583,normal,male
5584,normal,female
5585,obese,female
5586,normal,female
5587,normal,female
5588,obese,male
5589,obese,female
5590,overweight,female
5591,normal,male
5592,underweight,male
5593,overweight,female
5594,underweight,male
5595,obese,male
5596,obese,male
5597,normal,male
5598,overweight,male
5599,underweight,female
5600,underweight,male
5601,normal,female
5602,underweight,male
5603,overweight,male
5604,underweight,male
5605,obese,male
5606,overweight,male
5607,underweight,female
5608,overweight,female
5609,obese,male
5610,normal,male
5611,normal,male
5612,overweight,female
5613,overweight,female
5614,obese,female
5615,obese,female
5616,obese,male
5617,normal,male
5618,normal,female
5619,obese,male
5620,underweight,male
5621,normal,female
5622,obese,female
5623,obese,female
5624,normal,female
5625,underweight,male
5626,underweight,male
5627,obese,female
5628,overweight,female
5629,underweight,female
5630,overweight,male
5631,normal,female
5632,overweight,female
5633,obese,female
5634,underweight,female
5635,normal,female
5636,obese,male
5637,overweight,male
5638,obese,female
5639,normal,male
5640,normal,male
5641,underweight,male
5642,obese,male
5643,overweight,female
5644,underweight,female
5645,obese,female
5646,overweight,male
5647,obese,female
5648,obese,male
5649,overweight,male
5650,obese,male
5651,obese,female
5652,obese,male
5653,underweight,female
5654,underweight,female
5655,obese,male
5656,overweight,female
5657,obese,female
5658,obese,female
5659,underweight,male
5660,overweight,male
5661,obese,male
5662,underweight,male
5663,obese,male
5664,obese,male
5665,normal,male
5666,obese,female
5667,underweight,female
5668,normal,female
5669,overweight,male
5670,overweight,female
5671,underweight,male
5672,underweight,male
5673,overweight,female
5674,overweight,male
5675,overweight,female
5676,underweight,female
5677,obese,male
5678,obese,female
5679,normal,female
5680,obese,female
5681,underweight,male
5682,overweight,male
5683,underweight,female
5684,normal,female
5685,obese,male
5686,obese,male
5687,obese,female
5688,obese,female
5689,overweight,male
5690,obese,female
5691,normal,male
5692,underweight,female
5693,normal,female
5694,overweight,male
5695,normal,female
5696,underweight,male
5697,underweight,female
5698,normal,male
5699,overweight,male
5700,obese,female
5701,normal,female
5702,overweight,female
5703,underweight,male
5704,obese,male
5705,underweight,male
5706,obese,female
5707,underweight,male
5708,underweight,female
5709,normal,female
5710,overweight,male
5711,obese,female
5712,underweight,female
5713,underweight,male
5714,obese,male
5715,obese,female
5716,normal,male
5717,overweight,female
5718,obese,female
5719,underweight,female
5720,overweight,female
5721,underweight,female
5722,underweight,male
5723,normal,male
5724,overweight,male
5725,underweight,male
5726,underweight,female
5727,underweight,female
5728,normal,male
5729,normal,male
5730,underweight,male
5731,overweight,male
5732,normal,female
5733,normal,female
5734,overweight,female
5735,obese,female
5736,overweight,male
5737,obese,female
5738,obese,male
5739,obese,male
5740,overweight,male
5741,underweight,male
5742,obese,female
5743,underweight,male
5744,underweight,female
5745,obese,male
5746,overweight,male
5747,underweight,female
5748,overweight,female
5749,overweight,male
5750,underweight,male
5751,obese,male
5752,overweight,male
5753,underweight,female
5754,underweight,male
5755,normal,female
5756,underweight,female
5757,underweight,male
5758,normal,male
5759,normal,male
5760,normal,female
5761,underweight,male
5762,obese,male
5763,overweight,female
5764,overweight,male
5765,normal,male
5766,normal,female
5767,normal,female
5768,obese,male
5769,obese,female
5770,underweight,male
5771,normal,female
5772,overweight,male
5773,normal,female
5774,normal,male
5775,underweight,female
5776,underweight,female
5777,normal,female
5778,overweight,male
5779,underweight,male
5780,underweight,male
5781,obese,male
5782,obese,female
5783,underweight,female
5784,overweight,male
5785,overweight,male
5786,overweight,male
5787,normal,female
5788,obese,female
5789,normal,male
5790,normal,male
5791,overweight,male
5792,underweight,male
5793,normal,female
5794,normal,female
5795,obese,female
5796,underweight,female
5797,underweight,female
5798,obese,female
5799,normal,male
5800,underweight,male
5801,obese,male
5802,obese,female
5803,overweight,female
5804,overweight,female
5805,underweight,male
5806,obese,male
5807,overweight,female
5808,obese,male
5809,underweight,female
5810,underweight,female
5811,underweight,male
5812,obese,male
5813,underweight,male
5814,overweight,male
5815,normal,male
5816,obese,female
5817,overweight,male
5818,overweight,female
5819,obese,male
5820,normal,male
5821,normal,male
5822,obese,male
5823,normal,female
5824,normal,female
5825,normal,male
5826,obese,female
5827,underweight,male
5828,obese,male
5829,underweight,female
5830,overweight,female
5831,overweight,female
5832,obese,female
5833,underweight,male
5834,overweight,female
5835,overweight,male
5836,normal,female
5837,overweight,female
5838,underweight,male
5839,underweight,male
5840,obese,male
5841,underweight,male
5842,underweight,female
5843,normal,male
5844,underweight,male
5845,underweight,male
5846,overweight,female
5847,obese,male
5848,obese,male
5849,obese,male
5850,obese,female
5851,normal,female
5852,underweight,female
5853,underweight,female
5854,obese,female
5855,normal,male
5856,overweight,male
5857,normal,female
5858,overweight,female
5859,underweight,male
5860,underweight,male
5861,underweight,female
5862,overweight,male
5863,overweight,male
5864,normal,female
5865,underweight,male
5866,overweight,female
5867,normal,male
5868,overweight,male
5869,overweight,female
5870,underweight,female
5871,obese,female
5872,underweight,male
5873,obese,female
5874,normal,male
5875,obese,female
5876,normal,male
5877,overweight,male
5878,underweight,male
5879,underweight,male
5880,overweight,female
5881,normal,male
5882,underweight,female
5883,underweight,male
5884,underweight,male
5885,underweight,male
5886,overweight,male
5887,overweight,female
5888,obese,male
5889,obese,male
5890,overweight,female
5891,obese,male
5892,obese,female
5893,obese,male
5894,obese,female
5895,obese,female
5896,overweight,female
5897,underweight,male
5898,normal,male
5899,underweight,female
5900,overweight,female
5901,overweight,female
5902,overweight,male
5903,overweight,female
5904,underweight,female
5905,normal,male
5906,underweight,male
5907,overweight,male
5908,normal,female
5909,underweight,male
5910,normal,female
5911,overweight,male
5912,normal,female
5913,underweight,male
5914,overweight,female
5915,obese,female
5916,normal,male
5917,obese,female
5918,overweight,male
5919,underweight,female
5920,normal,female
5921,underweight,male
5922,underweight,female
5923,overweight,male
5924,overweight,male
5925,obese,male
5926,obese,male
5927,normal,male
5928,obese,female
5929,obese,male
5930,normal,female
5931,underweight,female
5932,obese,female
5933,normal,female
5934,overweight,male
5935,overweight,male
5936,obese,male
5937,normal,male
5938,obese,female
5939,normal,male
5940,normal,female
5941,underweight,female
5942,underweight,female
5943,underweight,female
5944,normal,female
5945,obese,female
5946,overweight,male
5947,normal,male
5948,normal,male
5949,underweight,female
5950,normal,male
5951,underweight,male
5952,underweight,male
5953,normal,male
5954,underweight,female
5955,obese,female
5956,overweight,male
5957,normal,female
5958,obese,female
5959,normal,male
5960,normal,female
5961,underweight,male
5962,obese,female
5963,obese,male
5964,obese,male
5965,underweight,female
5966,obese,male
5967,overweight,female
5968,normal,female
5969,underweight,female
5970,obese,male
5971,underweight,male
5972,normal,male
5973,underweight,female
5974,overweight,female
5975,overweight,female
5976,overweight,male
5977,overweight,male
5978,overweight,female
5979,overweight,male
5980,overweight,male
5981,underweight,male
5982,underweight,female
5983,underweight,female
5984,underweight,male
5985,overweight,male
5986,obese,female
5987,overweight,male
5988,normal,male
5989,underweight,female
5990,overweight,male
5991,overweight,male
5992,underweight,male
5993,overweight,female
5994,overweight,male
5995,overweight,male
5996,obese,male
5997,normal,male
5998,underweight,male
5999,underweight,male
6000,underweight,female
6001,normal,female
6002,underweight,male
6003,normal,male
6004,normal,male
6005,obese,female
6006,normal,female
6007,normal,female
6008,overweight,female
6009,overweight,female
6010,overweight,male
6011,underweight,female
6012,normal,female
6013,normal,female
6014,normal,female
6015,overweight,female
6016,overweight,male
6017,normal,female
6018,normal,male
6019,underweight,female
6020,obese,male
6021,underweight,male
6022,overweight,male
6023,normal,male
6024,normal,female
6025,obese,male
6026,normal,female
6027,underweight,female
6028,underweight,female
6029,underweight,female
6030,overweight,female
6031,obese,female
6032,obese,female
6033,underweight,female
6034,normal,male
6035,overweight,male
6036,underweight,male
6037,underweight,male
6038,underweight,male
6039,overweight,female
6040,obese,female
6041,normal,male
6042,obese,male
6043,underweight,female
6044,underweight,female
6045,normal,female
6046,normal,female
6047,obese,female
6048,underweight,male
6049,normal,male
6050,overweight,male
6051,normal,male
6052,underweight,male
6053,overweight,female
6054,overweight,male
6055,obese,female
6056,normal,female
6057,underweight,male
6058,normal,male
6059,obese,female
6060,overweight,male
6061,underweight,male
6062,normal,male
6063,underweight,female
6064,normal,male
6065,obese,male
6066,obese,female
6067,underweight,male
6068,underweight,female
6069,underweight,female
6070,normal,male
6071,obese,male
6072,normal,male
6073,obese,female
6074,underweight,male
6075,normal,female
6076,underweight,male
6077,normal,female
6078,overweight,female
6079,underweight,male
6080,normal,female
6081,normal,female
6082,underweight,male
6083,overweight,female
6084,overweight,female
6085,normal,male
6086,overweight,female
6087,overweight,female
6088,underweight,female
6089,obese,male
6090,underweight,male
6091,obese,female
6092,underweight,female
6093,overweight,female
6094,normal,male
6095,overweight,male
6096,overweight,male
6097,underweight,male
6098,obese,male
6099,obese,female
6100,overweight,male
6101,overweight,male
6102,normal,female
6103,underweight,female
6104,underweight,female
6105,underweight,female
6106,normal,male
6107,overweight,male
6108,normal,male
6109,normal,male
6110,normal,male
6111,normal,male
6112,underweight,female
6113,underweight,male
6114,normal,female
6115,normal,female
6116,overweight,female
6117,obese,male
6118,normal,male
6119,underweight,male
6120,underweight,male
6121,underweight,female
6122,underweight,female
6123,obese,female
6124,overweight,female
6125,underweight,female
6126,underweight,female
6127,normal,female
6128,obese,female
6129,overweight,male
6130,underweight,female
6131,underweight,male
6132,normal,male
6133,obese,female
6134,normal,female
6135,normal,male
6136,normal,male
6137,overweight,male
6138,overweight,female
6139,obese,male
6140,overweight,female
6141,obese,female
6142,normal,female
6143,underweight,male
6144,normal,male
6145,normal,male
6146,overweight,male
6147,normal,male
6148,overweight,male
6149,overweight,female
6150,obese,female
6151,overweight,male
6152,normal,male
6153,obese,female
6154,overweight,female
6155,underweight,female
6156,overweight,male
6157,underweight,male
6158,obese,female
6159,underweight,female
6160,normal,female
6161,normal,female
6162,underweight,male
6163,obese,male
6164,normal,male
6165,normal,female
6166,obese,female
6167,obese,female
6168,obese,male
6169,overweight,male
6170,underweight,female
6171,obese,male
6172,underweight,female
6173,normal,female
6174,normal,female
6175,overweight,male
6176,normal,female
6177,overweight,female
6178,obese,female
6179,normal,male
6180,underweight,male
6181,underweight,male
6182,underweight,female
6183,normal,male
6184,normal,female
6185,obese,female
6186,obese,female
6187,underweight,male
6188,normal,male
6189,underweight,female
6190,normal,female
6191,normal,female
6192,underweight,female
6193,normal,male
6194,underweight,female
6195,overweight,female
6196,normal,male
6197,obese,female
6198,normal,female
6199,overweight,male
6200,normal,female
6201,obese,female
6202,overweight,female
6203,obese,male
6204,obese,male
6205,normal,male
6206,normal,female
6207,obese,male
6208,overweight,female
6209,normal,female
6210,underweight,male
6211,normal,female
6212,normal,male
6213,underweight,female
6214,underweight,female
6215,overweight,male
6216,obese,female
6217,obese,male
6218,overweight,male
6219,underweight,male
6220,overweight,male
6221,obese,female
6222,underweight,male
6223,normal,male
6224,obese,female
6225,normal,female
6226,obese,male
6227,underweight,male
6228,obese,female
6229,obese,male
6230,underweight,female
6231,obese,male
6232,underweight,female
6233,normal,female
6234,obese,male
6235,obese,male
6236,obese,female
6237,overweight,male
6238,overweight,male
6239,normal,female
6240,underweight,male
6241,underweight,male
6242,obese,male
6243,normal,female
6244,obese,female
6245,underweight,male
6246,obese,male
6247,underweight,male
6248,overweight,female
6249,underweight,female
6250,underweight,female
6251,normal,male
6252,underweight,female
6253,underweight,male
6254,underweight,female
6255,normal,female
6256,overweight,male
6257,obese,female
6258,obese,female
6259,normal,male
6260,normal,female
6261,obese,male
6262,obese,female
6263,underweight,female
6264,overweight,male
6265,normal,male
6266,obese,male
6267,underweight,male
6268,obese,male
6269,obese,male
6270,overweight,male
6271,obese,male
6272,obese,male
6273,obese,male
6274,obese,male
6275,normal,female
6276,obese,female
6277,obese,male
6278,obese,female
6279,normal,female
6280,underweight,female
6281,normal,female
6282,obese,female
6283,underweight,male
6284,obese,female
6285,normal,male
6286,underweight,female
6287,overweight,female
6288,obese,male
6289,underweight,female
6290,normal,male
6291,underweight,female
6292,obese,female
6293,normal,female
6294,normal,female
6295,obese,female
6296,underweight,male
6297,underweight,female
6298,overweight,female
6299,normal,male
6300,normal,female
6301,underweight,male
6302,normal,female
6303,underweight,male
6304,overweight,female
6305,normal,female
6306,overweight,male
6307,overweight,female
6308,underweight,female
6309,underweight,male
6310,underweight,female
6311,normal,female
6312,overweight,male
6313,underweight,male
6314,normal,male
6315,obese,female
6316,obese,female
6317,underweight,female
6318,underweight,female
6319,obese,female
6320,underweight,male
6321,underweight,female
6322,obese,male
6323,underweight,male
6324,underweight,male
6325,obese,male
6326,obese,female
6327,underweight,female
6328,underweight,male
6329,normal,female
6330,overweight,female
6331,underweight,male
6332,normal,male
6333,obese,male
6334,overweight,female
6335,underweight,male
6336,normal,male
6337,normal,female
6338,underweight,male
6339,normal,male
6340,obese,male
6341,overweight,female
6342,obese,female
6343,obese,female
6344,normal,female
6345,underweight,female
6346,overweight,male
6347,overweight,male
6348,underweight,female
6349,underweight,male
6350,normal,female
6351,overweight,male
6352,overweight,female
6353,overweight,male
6354,underweight,female
6355,obese,female
6356,obese,male
6357,overweight,male
6358,obese,female
6359,normal,male
6360,overweight,male
6361,obese,male
6362,overweight,female
6363,obese,female
6364,normal,male
6365,underweight,male
6366,normal,female
6367,underweight,female
6368,normal,male
6369,normal,male
6370,overweight,male
6371,underweight,male
6372,obese,female
6373,obese,female
6374,normal,female
6375,overweight,male
6376,underweight,female
6377,obese,male
6378,obese,male
6379,underweight,male
6380,overweight,female
6381,underweight,male
6382,obese,female
6383,underweight,female
6384,normal,female
6385,underweight,female
6386,overweight,male
6387,underweight,male
6388,obese,female
6389,obese,male
6390,normal,female
6391,overweight,female
6392,underweight,male
6393,overweight,female
6394,obese,male
6395,normal,female
6396,obese,female
6397,normal,female
6398,underweight,female
6399,underweight,female
6400,normal,female
6401,underweight,female
6402,underweight,male
6403,normal,female
6404,overweight,female
6405,underweight,male
6406,obese,male
6407,overweight,male
6408,underweight,female
6409,normal,male
6410,underweight,female
6411,normal,male
6412,obese,female
6413,overweight,female
6414,normal,female
6415,obese,female
6416,overweight,female
6417,underweight,male
6418,normal,female
6419,normal,female
6420,obese,female
6421,normal,female
6422,normal,female
6423,obese,male
6424,obese,female
6425,normal,male
6426,normal,male
6427,overweight,male
6428,obese,female
6429,obese,male
6430,overweight,female
6431,obese,female
6432,underweight,male
6433,underweight,male
6434,normal,male
6435,obese,male
6436,overweight,female
6437,underweight,male
6438,overweight,male
6439,obese,female
6440,overweight,female
6441,underweight,male
6442,obese,male
6443,overweight,male
6444,normal,female
6445,normal,male
6446,underweight,female
6447,overweight,male
6448,underweight,male
6449,normal,male
6450,underweight,female
6451,normal,male
6452,normal,female
6453,overweight,male
6454,obese,male
6455,overweight,female
6456,underweight,male
6457,underweight,female
6458,underweight,female
6459,obese,female
6460,normal,female
6461,normal,male
6462,obese,female
6463,overweight,female
6464,overweight,male
6465,obese,male
6466,obese,female
6467,underweight,male
6468,overweight,male
6469,overweight,male
6470,underweight,male
6471,overweight,female
6472,obese,male
6473,overweight,male
6474,underweight,male
6475,underweight,male
6476,underweight,male
6477,normal,female
6478,overweight,male
6479,overweight,female
6480,underweight,female
6481,underweight,female
6482,normal,female
6483,obese,female
6484,obese,male
6485,overweight,female
6486,overweight,female
6487,normal,female
6488,underweight,male
6489,overweight,male
6490,overweight,male
6491,normal,female
6492,underweight,male
6493,normal,male
6494,overweight,male
6495,underweight,male
6496,overweight,male
6497,obese,female
6498,underweight,male
6499,underweight,male
6500,obese,female
6501,underweight,male
6502,underweight,male
6503,normal,female
6504,normal,female
6505,normal,male
6506,obese,male
6507,normal,female
6508,underweight,female
6509,underweight,female
6510,normal,female
6511,overweight,male
6512,overweight,male
6513,overweight,female
6514,normal,female
6515,normal,female
6516,underweight,male
6517,obese,female
6518,normal,male
6519,underweight,male
6520,overweight,female
6521,normal,female
6522,underweight,female
6523,obese,male
6524,obese,female
6525,overweight,female
6526,underweight,female
6527,obese,male
6528,normal,female
6529,underweight,male
6530,obese,male
6531,overweight,male
6532,overweight,female
6533,obese,female
6534,obese,male
6535,obese,male
6536,underweight,male
6537,underweight,female
6538,overweight,male
6539,obese,female
6540,normal,male
6541,overweight,female
6542,obese,female
6543,overweight,male
6544,obese,male
6545,overweight,male
6546,normal,male
6547,normal,male
6548,overweight,female
6549,normal,male
6550,normal,male
6551,normal,male
6552,underweight,male
6553,normal,male
6554,overweight,female
6555,obese,male
6556,overweight,male
6557,underweight,male
6558,underweight,female
6559,normal,female
6560,underweight,female
6561,obese,male
6562,overweight,female
6563,normal,female
6564,obese,female
6565,overweight,male
6566,underweight,male
6567,underweight,male
6568,underweight,female
6569,underweight,male
6570,overweight,female
6571,overweight,male
6572,overweight,female
6573,normal,female
6574,obese,male
6575,normal,male
6576,overweight,female
6577,underweight,male
6578,overweight,female
6579,overweight,male
6580,obese,male
6581,normal,female
6582,normal,male
6583,overweight,female
6584,normal,male
6585,obese,male
6586,underweight,female
6587,overweight,female
6588,overweight,female
6589,overweight,male
6590,overweight,male
6591,underweight,female
6592,obese,male
6593,normal,male
6594,underweight,male
6595,overweight,female
6596,underweight,female
6597,normal,female
6598,normal,female
6599,underweight,female
6600,overweight,male
6601,obese,male
6602,overweight,male
6603,overweight,female
6604,underweight,male
6605,normal,female
6606,normal,male
6607,normal,male
6608,obese,female
6609,underweight,male
6610,underweight,female
6611,obese,male
6612,underweight,male
6613,overweight,male
6614,underweight,female
6615,overweight,male
6616,overweight,female
6617,overweight,male
6618,normal,female
6619,overweight,male
6620,underweight,male
6621,normal,female
6622,normal,male
6623,overweight,female
6624,obese,female
6625,underweight,male
6626,normal,female
6627,normal,female
6628,overweight,male
6629,overweight,male
6630,normal,female
6631,underweight,male
6632,obese,male
6633,underweight,male
6634,underweight,female
6635,overweight,female
6636,underweight,female
6637,overweight,female
6638,overweight,female
6639,normal,female
6640,obese,male
6641,obese,male
6642,normal,male
6643,underweight,female
6644,underweight,male
6645,underweight,male
6646,obese,female
6647,normal,female
6648,underweight,female
6649,obese,male
6650,overweight,female
6651,overweight,female
6652,underweight,male
6653,overweight,female
6654,underweight,male
6655,obese,female
6656,underweight,male
6657,underweight,female
6658,underweight,male
6659,underweight,female
6660,normal,male
6661,underweight,male
6662,overweight,male
6663,overweight,male
6664,underweight,male
6665,normal,female
6666,normal,female
6667,obese,male
6668,underweight,female
6669,underweight,male
6670,obese,female
6671,underweight,female
6672,obese,female
6673,obese,male
6674,overweight,male
6675,overweight,male
6676,normal,female
6677,underweight,female
6678,normal,female
6679,underweight,female
6680,normal,male
6681,underweight,male
6682,obese,female
6683,underweight,female
6684,underweight,female
6685,obese,female
6686,obese,female
6687,overweight,male
6688,normal,male
6689,underweight,male
6690,underweight,female
6691,normal,male
6692,normal,male
6693,underweight,female
6694,obese,male
6695,normal,male
6696,obese,male
6697,normal,male
6698,normal,male
6699,normal,female
6700,overweight,male
6701,overweight,male
6702,obese,male
6703,underweight,female
6704,overweight,female
6705,underweight,female
6706,obese,female
6707,obese,female
6708,underweight,female
6709,underweight,female
6710,normal,female
6711,overweight,male
6712,obese,female
6713,overweight,male
6714,underweight,female
6715,underweight,female
6716,normal,male
6717,overweight,male
6718,obese,male
6719,overweight,female
6720,overweight,male
6721,obese,female
6722,obese,male
6723,underweight,female
6724,obese,female
6725,normal,female
6726,normal,female
6727,underweight,male
6728,overweight,female
6729,overweight,female
6730,underweight,female
6731,normal,female
6732,underweight,female
6733,overweight,female
6734,normal,male
6735,overweight,female
6736,normal,female
6737,normal,male
6738,obese,male
6739,underweight,female
6740,normal,female
6741,obese,female
6742,obese,female
6743,normal,female
6744,underweight,male
6745,overweight,male
6746,overweight,female
6747,normal,male
6748,underweight,female
6749,obese,male
6750,underweight,male
6751,obese,male
6752,normal,female
6753,obese,female
6754,overweight,male
6755,normal,male
6756,overweight,male
6757,overweight,female
6758,underweight,male
6759,obese,male
6760,underweight,female
6761,underweight,female
6762,underweight,male
6763,obese,female
6764,underweight,male
6765,normal,female
6766,normal,male
6767,normal,female
6768,obese,female
6769,obese,male
6770,obese,female
6771,normal,male
6772,normal,male
6773,overweight,male
6774,overweight,female
6775,overweight,female
6776,underweight,female
6777,underweight,female
6778,underweight,male
6779,underweight,female
6780,overweight,female
6781,normal,male
6782,overweight,female
6783,obese,male
6784,normal,female
6785,normal,female
6786,overweight,male
6787,overweight,female
6788,normal,male
6789,underweight,female
6790,normal,female
6791,underweight,male
6792,normal,male
6793,underweight,male
6794,underweight,female
6795,normal,male
6796,overweight,female
6797,normal,female
6798,obese,female
6799,obese,male
6800,underweight,female
6801,overweight,male
6802,normal,female
6803,overweight,female
6804,obese,female
6805,obese,male
6806,overweight,male
6807,overweight,male
6808,overweight,female
6809,obese,female
6810,obese,female
6811,overweight,male
6812,underweight,female
6813,underweight,female
6814,normal,male
6815,underweight,female
6816,obese,female
6817,normal,male
6818,underweight,female
6819,overweight,male
6820,overweight,female
6821,obese,female
6822,overweight,male
6823,normal,male
6824,underweight,male
6825,obese,male
6826,overweight,male
6827,obese,female
6828,overweight,male
6829,normal,male
6830,obese,female
6831,underweight,female
6832,overweight,male
6833,overweight,male
6834,underweight,male
6835,normal,female
6836,normal,female
6837,obese,male
6838,overweight,male
6839,obese,female
6840,underweight,female
6841,underweight,female
6842,overweight,male
6843,obese,male
6844,obese,female
6845,normal,male
6846,obese,female
6847,underweight,male
6848,normal,male
6849,normal,male
6850,overweight,male
6851,normal,female
6852,normal,female
6853,obese,male
6854,underweight,female
6855,normal,female
6856,obese,female
6857,normal,female
6858,normal,female
6859,normal,male
6860,underweight,male
6861,underweight,female
6862,normal,male
6863,overweight,female
6864,underweight,female
6865,underweight,male
6866,obese,female
6867,obese,female
6868,normal,female
6869,overweight,male
6870,obese,male
6871,underweight,female
6872,normal,female
6873,underweight,female
6874,obese,female
6875,obese,male
6876,overweight,male
6877,obese,male
6878,underweight,female
6879,overweight,female
6880,underweight,female
6881,underweight,female
6882,obese,female
6883,normal,male
6884,normal,female
6885,underweight,female
6886,underweight,female
6887,obese,female
6888,overweight,female
6889,underweight,male
6890,overweight,male
6891,obese,male
6892,obese,female
6893,overweight,female
6894,obese,female
6895,normal,female
6896,normal,male
6897,normal,male
6898,underweight,female
6899,obese,male
6900,underweight,female
6901,overweight,male
6902,overweight,male
6903,overweight,female
6904,overweight,female
6905,underweight,male
6906,obese,female
6907,obese,female
6908,overweight,female
6909,obese,female
6910,normal,male
6911,obese,female
6912,underweight,male
6913,overweight,male
6914,overweight,male
6915,obese,female
6916,overweight,male
6917,normal,male
6918,overweight,male
6919,underweight,female
6920,normal,female
6921,normal,female
6922,obese,male
6923,overweight,female
6924,underweight,female
6925,normal,male
6926,overweight,female
6927,underweight,male
6928,obese,male
6929,obese,male
6930,underweight,male
6931,normal,male
6932,obese,female
6933,underweight,male
6934,obese,male
6935,obese,female
6936,underweight,female
6937,underweight,female
6938,normal,male
6939,normal,male
6940,obese,male
6941,overweight,male
6942,normal,female
6943,underweight,male
6944,overweight,male
6945,normal,female
6946,overweight,male
6947,obese,male
6948,obese,female
6949,overweight,male
6950,overweight,female
6951,underweight,male
6952,overweight,male
6953,underweight,female
6954,overweight,female
6955,underweight,female
6956,overweight,male
6957,underweight,female
6958,obese,female
