Body Type,Diet,How Often Shower,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,Recycle Plastic,Recycle Glass,Recycle Metal,Recycle Paper,Recycling Count,Cook With Stove,Cook With Oven,Cook With Microwave,Cook With Grill,Cook With Airfryer,Cooking With Count,Monthly Grocery Bill Tier
normal,pescatarian,less frequently,public,often,250,rarely,extra large,4,13,16,3,Sometimes,[Metal],"['Stove', 'Microwave']",1702,0,0,1,0,1,1,0,1,0,0,2,High
normal,pescatarian,daily,public,sometimes,164,frequently,medium,1,17,34,17,Sometimes,[Metal],"['Microwave', 'Grill', 'Airfryer']",1533,0,0,1,0,1,0,0,1,1,1,3,Medium
normal,omnivore,twice a day,private,sometimes,243,very frequently,medium,1,24,1,21,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",1916,1,0,1,1,3,1,1,0,0,0,2,High
obese,pescatarian,daily,public,often,282,very frequently,small,4,20,6,12,Sometimes,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2866,1,1,0,0,2,0,1,0,1,1,3,High
obese,vegan,more frequently,private,sometimes,107,never,large,1,20,7,2,No,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",3307,1,0,0,1,2,0,0,1,1,1,3,Low
underweight,vegetarian,more frequently,walk/bicycle,never,207,rarely,medium,2,4,24,23,Yes,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1082,0,1,1,0,2,0,1,1,1,1,4,Medium
normal,omnivore,more frequently,walk/bicycle,never,213,frequently,extra large,6,13,25,13,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']",2119,0,1,1,1,3,1,0,1,0,0,2,Medium
overweight,pescatarian,less frequently,walk/bicycle,often,190,very frequently,extra large,4,14,40,18,Yes,"['Paper', 'Plastic', 'Glass']",[Stove],3247,1,1,0,1,3,1,0,0,0,0,1,Medium
normal,pescatarian,twice a day,walk/bicycle,never,191,very frequently,extra large,4,14,4,21,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave']",2265,1,1,0,0,2,1,0,1,0,0,2,Medium
normal,pescatarian,twice a day,walk/bicycle,never,152,never,large,5,4,14,19,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']",1354,0,1,1,1,3,1,0,1,0,0,2,Medium
underweight,pescatarian,twice a day,walk/bicycle,never,125,very frequently,extra large,6,8,42,0,No,[Glass],"['Microwave', 'Grill', 'Airfryer']",2753,0,1,0,0,1,0,0,1,1,1,3,Medium
underweight,pescatarian,less frequently,walk/bicycle,sometimes,137,frequently,small,2,10,42,14,Yes,[Metal],"['Stove', 'Grill', 'Airfryer']",1600,0,0,1,0,1,1,0,0,1,1,3,Medium
normal,pescatarian,daily,public,sometimes,198,never,large,2,3,17,21,Yes,[Plastic],"['Stove', 'Grill', 'Airfryer']",1186,1,0,0,0,1,1,0,0,1,1,3,Medium
overweight,vegan,more frequently,public,often,242,rarely,extra large,4,22,28,14,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2098,1,1,1,0,3,1,0,1,1,1,4,High
underweight,omnivore,less frequently,public,sometimes,72,never,extra large,7,7,20,2,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",1823,1,1,0,0,2,1,1,1,0,0,3,Low
underweight,omnivore,daily,private,sometimes,237,never,medium,6,9,14,4,Yes,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",2085,1,0,0,1,2,0,1,0,1,1,3,High
obese,pescatarian,daily,public,never,72,frequently,extra large,2,21,43,14,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",2473,1,1,1,0,3,0,1,1,0,0,2,Low
obese,omnivore,twice a day,private,sometimes,290,never,large,1,8,25,14,Sometimes,[Metal],"['Stove', 'Oven', 'Grill', 'Airfryer']",4684,0,0,1,0,1,1,1,0,1,1,4,High
underweight,vegan,less frequently,public,often,192,never,medium,6,13,26,2,Sometimes,[Plastic],"['Stove', 'Grill', 'Airfryer']",1495,1,0,0,0,1,1,0,0,1,1,3,Medium
overweight,omnivore,less frequently,private,sometimes,120,frequently,large,3,3,14,3,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1761,1,1,1,1,4,0,1,0,1,1,3,Medium
overweight,pescatarian,daily,private,sometimes,100,very frequently,small,6,19,1,4,Yes,"['Paper', 'Plastic', 'Glass']",[Stove],5069,1,1,0,1,3,1,0,0,0,0,1,Low
overweight,vegetarian,less frequently,walk/bicycle,never,156,rarely,medium,4,7,12,23,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",1140,1,0,1,1,3,1,0,0,1,1,3,Medium
normal,vegetarian,twice a day,private,sometimes,97,rarely,extra large,2,6,2,15,No,"['Glass', 'Metal']","['Grill', 'Airfryer']",4045,0,1,1,0,2,0,0,0,1,1,2,Low
obese,vegetarian,more frequently,public,never,164,very frequently,small,7,13,47,4,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",2560,0,1,1,1,3,0,1,1,0,0,2,Medium
normal,omnivore,more frequently,private,never,109,never,medium,3,13,31,23,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",[],3867,1,1,1,1,4,0,0,0,0,0,0,Low
normal,vegetarian,twice a day,public,often,190,rarely,large,2,14,8,23,Sometimes,"['Paper', 'Metal']",[],1470,0,0,1,1,2,0,0,0,0,0,0,Medium
overweight,pescatarian,more frequently,public,often,106,frequently,extra large,3,19,6,18,No,[],"['Microwave', 'Grill', 'Airfryer']",2341,0,0,0,0,0,0,0,1,1,1,3,Low
underweight,vegan,less frequently,private,never,185,very frequently,extra large,6,12,13,8,Yes,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",5687,1,0,0,1,2,0,1,0,1,1,3,Medium
normal,omnivore,less frequently,walk/bicycle,often,193,frequently,extra large,4,5,47,16,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2032,1,1,1,1,4,1,0,0,1,1,3,Medium
normal,omnivore,twice a day,private,sometimes,229,very frequently,large,3,6,39,7,No,"['Paper', 'Plastic', 'Glass', 'Metal']",[Oven],2499,1,1,1,1,4,0,1,0,0,0,1,High
obese,pescatarian,daily,walk/bicycle,never,263,rarely,extra large,2,22,27,11,No,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1825,0,0,0,0,0,0,1,1,1,1,4,High
underweight,vegan,less frequently,walk/bicycle,sometimes,72,rarely,extra large,6,19,34,9,No,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1829,0,1,1,0,2,1,0,1,1,1,4,Low
underweight,vegetarian,daily,private,often,263,never,small,3,6,10,13,Sometimes,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",866,0,0,1,1,2,0,0,1,1,1,3,High
obese,omnivore,daily,walk/bicycle,often,95,very frequently,small,6,16,25,15,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",2601,1,1,1,1,4,0,1,1,0,0,2,Low
normal,vegan,more frequently,walk/bicycle,sometimes,164,very frequently,large,5,21,41,12,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2965,0,1,1,0,2,1,1,0,1,1,4,Medium
underweight,vegan,more frequently,public,never,176,never,small,7,5,4,21,Sometimes,[Paper],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1068,0,0,0,1,1,1,0,1,1,1,4,Medium
obese,omnivore,twice a day,private,often,215,very frequently,medium,6,9,2,5,Yes,[Paper],"['Oven', 'Microwave', 'Grill', 'Airfryer']",3361,0,0,0,1,1,0,1,1,1,1,4,Medium
obese,pescatarian,twice a day,public,never,275,very frequently,medium,7,5,43,3,Sometimes,"['Plastic', 'Glass']",[Microwave],3220,1,1,0,0,2,0,0,1,0,0,1,High
overweight,vegan,daily,public,sometimes,100,very frequently,extra large,2,22,47,0,Sometimes,[Glass],[Microwave],2487,0,1,0,0,1,0,0,1,0,0,1,Low
overweight,omnivore,more frequently,walk/bicycle,sometimes,107,frequently,medium,2,19,9,14,Sometimes,"['Paper', 'Plastic']",[Stove],1536,1,0,0,1,2,1,0,0,0,0,1,Low
underweight,vegan,more frequently,private,sometimes,197,very frequently,small,2,8,44,22,Yes,[Paper],[Microwave],4338,0,0,0,1,1,0,0,1,0,0,1,Medium
obese,vegan,more frequently,walk/bicycle,often,169,very frequently,large,6,23,19,7,No,"['Plastic', 'Glass']","['Oven', 'Microwave']",3332,1,1,0,0,2,0,1,1,0,0,2,Medium
overweight,vegan,less frequently,public,sometimes,138,frequently,small,5,18,4,8,Sometimes,"['Plastic', 'Metal']",[Microwave],1606,1,0,1,0,2,0,0,1,0,0,1,Medium
obese,vegan,more frequently,walk/bicycle,often,147,very frequently,small,2,6,8,10,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2132,1,1,1,1,4,1,1,1,1,1,5,Medium
underweight,vegan,daily,walk/bicycle,never,112,very frequently,medium,2,13,17,13,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1780,0,1,1,0,2,1,1,1,1,1,5,Low
underweight,vegetarian,daily,walk/bicycle,never,222,very frequently,small,5,4,0,19,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1730,1,1,1,0,3,1,0,1,1,1,4,Medium
underweight,vegan,more frequently,private,sometimes,151,rarely,extra large,3,11,41,23,Yes,[],"['Stove', 'Microwave']",4950,0,0,0,0,0,1,0,1,0,0,2,Medium
obese,vegan,more frequently,private,sometimes,94,never,small,4,23,46,24,Yes,[Glass],[],3041,0,1,0,0,1,0,0,0,0,0,0,Low
underweight,pescatarian,more frequently,public,never,286,never,small,6,19,12,22,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",923,1,0,1,1,3,0,1,0,1,1,3,High
overweight,omnivore,less frequently,public,sometimes,119,rarely,large,6,21,3,9,No,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",2033,1,1,0,0,2,1,0,0,1,1,3,Medium
normal,omnivore,twice a day,private,sometimes,64,rarely,medium,5,19,4,18,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven']",1596,0,0,1,1,2,1,1,0,0,0,2,Low
obese,vegan,twice a day,walk/bicycle,sometimes,130,frequently,medium,5,19,2,5,Sometimes,[Metal],"['Stove', 'Grill', 'Airfryer']",1686,0,0,1,0,1,1,0,0,1,1,3,Medium
overweight,omnivore,daily,public,never,66,very frequently,extra large,7,9,3,8,Sometimes,[Paper],[],3291,0,0,0,1,1,0,0,0,0,0,0,Low
overweight,vegan,daily,walk/bicycle,never,152,rarely,large,3,12,21,5,Sometimes,"['Plastic', 'Glass', 'Metal']",[Oven],1133,1,1,1,0,3,0,1,0,0,0,1,Medium
obese,pescatarian,twice a day,private,never,211,rarely,medium,2,17,12,16,Yes,"['Paper', 'Plastic']",[],1589,1,0,0,1,2,0,0,0,0,0,0,Medium
normal,omnivore,daily,private,often,176,rarely,extra large,4,0,21,15,No,[Glass],[Stove],2572,0,1,0,0,1,1,0,0,0,0,1,Medium
normal,omnivore,twice a day,private,sometimes,83,frequently,small,4,20,16,2,Yes,"['Paper', 'Glass']",[Stove],4136,0,1,0,1,2,1,0,0,0,0,1,Low
obese,pescatarian,daily,public,never,146,very frequently,large,6,6,18,13,No,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']",3154,0,1,0,1,2,0,1,0,1,1,3,Medium
normal,vegetarian,less frequently,public,sometimes,217,frequently,large,5,12,49,9,No,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2086,0,0,1,1,2,0,0,1,1,1,3,Medium
normal,vegetarian,less frequently,private,never,255,very frequently,small,7,18,9,20,Sometimes,"['Plastic', 'Glass']",[Stove],1951,1,1,0,0,2,1,0,0,0,0,1,High
normal,pescatarian,daily,private,never,85,frequently,small,7,16,47,9,Sometimes,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2330,1,1,0,0,2,0,1,0,1,1,3,Low
obese,vegetarian,daily,private,sometimes,57,very frequently,extra large,2,6,20,16,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3842,0,1,1,1,3,1,1,1,1,1,5,Low
underweight,pescatarian,less frequently,private,never,243,rarely,extra large,7,20,44,23,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave']",2441,1,1,0,1,3,1,0,1,0,0,2,High
obese,vegan,daily,private,sometimes,295,very frequently,large,5,9,0,22,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3147,0,1,1,1,3,0,1,1,1,1,4,High
underweight,vegetarian,less frequently,public,often,267,never,small,4,3,24,1,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",946,0,1,1,1,3,0,1,1,0,0,2,High
overweight,pescatarian,more frequently,walk/bicycle,sometimes,138,rarely,extra large,2,3,9,8,Sometimes,[Metal],"['Oven', 'Microwave']",1229,0,0,1,0,1,0,1,1,0,0,2,Medium
overweight,vegetarian,twice a day,private,sometimes,215,rarely,small,5,15,26,14,Yes,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",3143,1,1,0,1,3,0,0,0,1,1,2,Medium
obese,pescatarian,less frequently,private,often,132,very frequently,extra large,1,12,1,5,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3572,1,1,1,1,4,1,0,1,1,1,4,Medium
underweight,pescatarian,daily,public,never,85,very frequently,large,5,13,8,16,Sometimes,[],"['Grill', 'Airfryer']",2869,0,0,0,0,0,0,0,0,1,1,2,Low
overweight,pescatarian,less frequently,walk/bicycle,never,271,rarely,medium,6,18,47,21,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",1598,1,1,0,1,3,0,1,1,0,0,2,High
overweight,vegetarian,daily,private,sometimes,175,rarely,large,4,13,9,2,Sometimes,"['Plastic', 'Glass']","['Grill', 'Airfryer']",1711,1,1,0,0,2,0,0,0,1,1,2,Medium
normal,pescatarian,daily,public,often,195,very frequently,large,4,10,2,2,Yes,"['Paper', 'Glass', 'Metal']",[],1844,0,1,1,1,3,0,0,0,0,0,0,Medium
overweight,vegan,daily,walk/bicycle,sometimes,94,frequently,large,1,5,37,10,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",1444,1,1,0,1,3,1,0,0,1,1,3,Low
underweight,vegan,twice a day,private,often,73,rarely,large,1,11,11,16,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2068,0,1,1,0,2,1,1,1,0,0,3,Low
underweight,vegan,more frequently,public,never,163,never,small,2,11,20,13,No,"['Paper', 'Plastic']",[Microwave],951,1,0,0,1,2,0,0,1,0,0,1,Medium
obese,pescatarian,less frequently,walk/bicycle,often,54,frequently,small,6,15,15,13,Yes,[Glass],[Oven],2153,0,1,0,0,1,0,1,0,0,0,1,Low
underweight,omnivore,less frequently,public,never,118,never,medium,3,24,12,12,No,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",994,1,0,1,1,3,0,1,1,1,1,4,Medium
underweight,omnivore,more frequently,private,sometimes,112,never,medium,7,24,9,13,Yes,"['Paper', 'Glass', 'Metal']",[Stove],1371,0,1,1,1,3,1,0,0,0,0,1,Low
normal,vegan,daily,private,often,116,very frequently,extra large,4,19,47,8,Yes,"['Paper', 'Plastic']","['Stove', 'Microwave']",3231,1,0,0,1,2,1,0,1,0,0,2,Medium
underweight,pescatarian,less frequently,public,often,288,frequently,small,3,5,50,22,No,[Paper],"['Stove', 'Microwave']",2356,0,0,0,1,1,1,0,1,0,0,2,High
underweight,vegan,daily,public,never,86,never,large,4,17,25,2,Sometimes,[Glass],[Stove],1312,0,1,0,0,1,1,0,0,0,0,1,Low
overweight,omnivore,daily,public,never,245,never,medium,7,13,10,14,Sometimes,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1463,0,1,1,0,2,1,0,1,1,1,4,High
obese,omnivore,less frequently,private,never,280,frequently,extra large,7,18,19,15,No,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",5176,1,0,1,1,3,0,1,1,1,1,4,High
obese,vegetarian,daily,walk/bicycle,never,289,very frequently,extra large,4,1,15,8,No,[Paper],"['Stove', 'Microwave', 'Grill', 'Airfryer']",3348,0,0,0,1,1,1,0,1,1,1,4,High
obese,vegetarian,daily,walk/bicycle,never,285,never,medium,7,16,23,4,Sometimes,[Glass],"['Stove', 'Oven']",1807,0,1,0,0,1,1,1,0,0,0,2,High
obese,vegan,less frequently,private,often,112,never,small,4,8,13,1,Sometimes,"['Paper', 'Metal']",[Stove],4640,0,0,1,1,2,1,0,0,0,0,1,Low
normal,omnivore,twice a day,public,often,89,very frequently,large,3,15,20,19,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2631,1,1,0,1,3,1,1,1,1,1,5,Low
underweight,vegetarian,daily,walk/bicycle,sometimes,283,very frequently,large,1,14,48,9,No,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",2256,0,1,0,1,2,1,0,0,1,1,3,High
underweight,pescatarian,more frequently,private,often,100,frequently,medium,1,20,6,13,Yes,"['Paper', 'Metal']","['Stove', 'Oven']",2775,0,0,1,1,2,1,1,0,0,0,2,Low
obese,pescatarian,daily,public,never,146,frequently,small,3,4,17,3,Sometimes,"['Paper', 'Plastic', 'Metal']",[Oven],1246,1,0,1,1,3,0,1,0,0,0,1,Medium
normal,vegetarian,twice a day,private,sometimes,54,very frequently,small,1,23,24,14,No,[Plastic],"['Stove', 'Microwave']",3610,1,0,0,0,1,1,0,1,0,0,2,Low
overweight,pescatarian,twice a day,walk/bicycle,never,109,frequently,extra large,1,13,37,1,Sometimes,[Plastic],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2548,1,0,0,0,1,1,0,1,1,1,4,Low
normal,pescatarian,less frequently,private,sometimes,68,frequently,small,7,7,22,23,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3052,1,1,1,1,4,1,0,1,1,1,4,Low
overweight,omnivore,more frequently,public,sometimes,50,frequently,large,6,23,26,4,No,"['Plastic', 'Metal']",[Oven],2363,1,0,1,0,2,0,1,0,0,0,1,Low
underweight,vegetarian,more frequently,public,often,101,frequently,medium,6,5,49,8,Yes,[Paper],[Stove],2399,0,0,0,1,1,1,0,0,0,0,1,Low
underweight,omnivore,less frequently,private,sometimes,271,very frequently,small,7,19,35,23,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",4580,1,0,1,1,3,1,1,0,0,0,2,High
underweight,vegetarian,less frequently,private,never,147,very frequently,extra large,6,22,26,14,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",3258,1,0,1,0,2,1,1,0,1,1,4,Medium
overweight,vegan,daily,private,often,184,never,large,3,1,32,18,Yes,[Plastic],"['Stove', 'Grill', 'Airfryer']",3129,1,0,0,0,1,1,0,0,1,1,3,Medium
overweight,omnivore,less frequently,walk/bicycle,often,72,frequently,extra large,5,1,44,1,No,[Metal],"['Stove', 'Oven', 'Microwave']",2647,0,0,1,0,1,1,1,1,0,0,3,Low
normal,omnivore,less frequently,walk/bicycle,never,203,never,small,2,11,30,21,Sometimes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1356,1,0,0,1,2,0,1,1,1,1,4,Medium
underweight,vegan,less frequently,private,never,279,frequently,large,3,5,32,4,Yes,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2130,0,0,0,0,0,0,1,1,1,1,4,High
overweight,pescatarian,daily,public,sometimes,233,rarely,small,6,8,21,13,Yes,[],[],1485,0,0,0,0,0,0,0,0,0,0,0,High
normal,vegetarian,twice a day,private,never,168,frequently,large,2,16,42,13,Yes,"['Paper', 'Plastic']",[Oven],2746,1,0,0,1,2,0,1,0,0,0,1,Medium
overweight,vegan,twice a day,walk/bicycle,often,76,very frequently,medium,6,10,35,9,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",3110,1,1,0,0,2,1,1,1,0,0,3,Low
overweight,vegan,less frequently,private,sometimes,127,never,small,3,9,17,24,Sometimes,"['Plastic', 'Metal']","['Stove', 'Microwave']",1381,1,0,1,0,2,1,0,1,0,0,2,Medium
underweight,pescatarian,daily,walk/bicycle,often,224,never,small,4,18,13,2,Sometimes,[Glass],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1067,0,1,0,0,1,1,1,1,1,1,5,Medium
obese,vegetarian,more frequently,private,sometimes,147,frequently,small,1,2,34,0,Yes,[Metal],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2147,0,0,1,0,1,1,0,1,1,1,4,Medium
underweight,vegan,twice a day,public,sometimes,295,rarely,large,3,4,50,1,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",1668,0,0,0,0,0,0,0,1,1,1,3,High
obese,pescatarian,twice a day,walk/bicycle,never,160,rarely,extra large,4,8,10,1,No,"['Paper', 'Glass']","['Grill', 'Airfryer']",1376,0,1,0,1,2,0,0,0,1,1,2,Medium
normal,vegan,twice a day,walk/bicycle,never,96,rarely,small,5,23,41,20,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1316,1,1,0,1,3,1,0,1,1,1,4,Low
obese,vegan,daily,public,never,209,frequently,large,7,11,20,18,Sometimes,[Paper],"['Oven', 'Grill', 'Airfryer']",2627,0,0,0,1,1,0,1,0,1,1,3,Medium
normal,vegetarian,twice a day,public,often,201,very frequently,large,7,24,16,2,Sometimes,[Glass],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3187,0,1,0,0,1,1,1,1,1,1,5,Medium
overweight,omnivore,less frequently,private,sometimes,77,very frequently,medium,2,15,37,4,Yes,[],[Oven],3038,0,0,0,0,0,0,1,0,0,0,1,Low
underweight,pescatarian,daily,walk/bicycle,often,80,never,extra large,2,10,15,19,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1130,0,1,1,0,2,1,1,0,1,1,4,Low
underweight,pescatarian,less frequently,private,often,161,very frequently,small,4,13,11,23,No,[Glass],"['Oven', 'Grill', 'Airfryer']",3725,0,1,0,0,1,0,1,0,1,1,3,Medium
overweight,omnivore,more frequently,public,never,242,never,medium,1,3,24,5,Yes,[Plastic],"['Stove', 'Oven', 'Grill', 'Airfryer']",1539,1,0,0,0,1,1,1,0,1,1,4,High
normal,omnivore,daily,public,never,105,rarely,medium,4,13,31,5,No,[Plastic],[Oven],1597,1,0,0,0,1,0,1,0,0,0,1,Low
underweight,vegan,less frequently,private,sometimes,251,rarely,small,1,24,4,22,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",606,1,1,0,1,3,1,0,1,1,1,4,High
underweight,pescatarian,daily,public,often,122,frequently,extra large,1,0,17,18,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1942,1,1,0,0,2,1,0,1,1,1,4,Medium
underweight,vegan,more frequently,walk/bicycle,never,186,never,medium,4,16,23,14,Yes,"['Paper', 'Metal']","['Grill', 'Airfryer']",1208,0,0,1,1,2,0,0,0,1,1,2,Medium
underweight,vegan,daily,public,never,181,very frequently,small,6,16,37,6,Yes,[Glass],"['Stove', 'Oven', 'Grill', 'Airfryer']",2875,0,1,0,0,1,1,1,0,1,1,4,Medium
overweight,pescatarian,less frequently,private,often,209,very frequently,extra large,6,17,34,2,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",6093,1,1,1,0,3,1,1,0,1,1,4,Medium
overweight,vegetarian,daily,walk/bicycle,never,72,frequently,small,5,22,40,8,No,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1953,0,1,1,0,2,1,0,1,1,1,4,Low
obese,vegetarian,twice a day,private,sometimes,268,frequently,extra large,3,22,49,14,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",4130,1,1,0,1,3,0,1,1,1,1,4,High
obese,vegan,twice a day,private,often,74,frequently,large,6,13,47,18,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2935,0,1,1,1,3,1,0,0,1,1,3,Low
overweight,omnivore,more frequently,public,never,60,rarely,extra large,1,21,24,23,Yes,"['Paper', 'Glass', 'Metal']",[Microwave],844,0,1,1,1,3,0,0,1,0,0,1,Low
obese,vegan,daily,public,sometimes,135,very frequently,medium,1,21,45,24,Yes,[Plastic],[],3365,1,0,0,0,1,0,0,0,0,0,0,Medium
obese,pescatarian,daily,walk/bicycle,often,158,rarely,medium,2,16,39,22,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1931,0,0,1,1,2,1,1,1,1,1,5,Medium
obese,vegan,more frequently,walk/bicycle,sometimes,286,never,medium,4,14,26,23,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1785,1,1,0,0,2,1,1,0,1,1,4,High
obese,pescatarian,daily,walk/bicycle,often,131,frequently,medium,6,4,41,5,Sometimes,[Plastic],[],2581,1,0,0,0,1,0,0,0,0,0,0,Medium
obese,vegan,more frequently,private,sometimes,84,never,large,1,9,22,13,No,"['Paper', 'Plastic']",[Oven],3495,1,0,0,1,2,0,1,0,0,0,1,Low
overweight,pescatarian,less frequently,walk/bicycle,never,110,rarely,small,4,17,28,9,Yes,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']",1083,0,0,1,1,2,0,1,0,1,1,3,Low
underweight,vegan,more frequently,public,never,89,very frequently,small,3,7,21,3,No,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2028,0,0,1,1,2,0,1,1,1,1,4,Low
normal,vegetarian,more frequently,private,never,208,frequently,extra large,3,8,49,19,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",3425,0,1,1,0,2,1,1,1,0,0,3,Medium
underweight,vegan,daily,walk/bicycle,often,228,frequently,extra large,5,18,4,4,No,"['Paper', 'Plastic', 'Glass', 'Metal']",[Microwave],1316,1,1,1,1,4,0,0,1,0,0,1,Medium
overweight,vegetarian,twice a day,private,sometimes,189,frequently,large,2,9,49,1,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",2686,1,1,1,1,4,1,1,0,0,0,2,Medium
overweight,omnivore,twice a day,private,sometimes,138,rarely,small,1,7,19,11,Sometimes,[Metal],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1009,0,0,1,0,1,1,0,1,1,1,4,Medium
overweight,omnivore,more frequently,private,often,68,very frequently,large,5,14,1,19,Sometimes,[Glass],[Oven],3218,0,1,0,0,1,0,1,0,0,0,1,Low
